,trees,strength_a,strength_b,strength_c,action_a,action_b,action_c,reward,max,prior
581,3,3,1,1,0,1,0,0.0,2.0,0.0019801980198019802
582,3,3,1,1,0,0,1,0.0,2.0,0.0019801980198019802
583,3,3,1,1,0,0,0,0.0,2.0,0.0019801980198019802
584,3,3,1,2,1,1,1,0.0,3.0,0.0019801980198019802
585,3,3,1,2,1,1,0,2.0,3.0,0.0019801980198019802
586,3,3,1,2,1,0,1,1.0,3.0,0.0019801980198019802
587,3,3,1,2,1,0,0,3.0,3.0,0.0
588,3,3,1,2,0,1,1,3.0,3.0,0.0
589,3,3,1,2,0,1,0,0.0,3.0,0.0019801980198019802
590,3,3,1,2,0,0,1,0.0,3.0,0.0019801980198019802
591,3,3,1,2,0,0,0,0.0,3.0,0.0019801980198019802
592,3,3,1,3,1,1,1,0.0,4.0,0.0019801980198019802
593,3,3,1,3,1,1,0,3.0,4.0,0.0019801980198019802
594,3,3,1,3,1,0,1,1.0,4.0,0.0019801980198019802
595,3,3,1,3,1,0,0,4.0,4.0,0.0
596,3,3,1,3,0,1,1,3.0,4.0,0.0019801980198019802
597,3,3,1,3,0,1,0,0.0,4.0,0.0019801980198019802
598,3,3,1,3,0,0,1,4.0,4.0,0.0
599,3,3,1,3,0,0,0,0.0,4.0,0.0019801980198019802
600,3,3,2,1,1,1,1,0.0,3.0,0.0019801980198019802
601,3,3,2,1,1,1,0,1.0,3.0,0.0019801980198019802
602,3,3,2,1,1,0,1,2.0,3.0,0.0019801980198019802
603,3,3,2,1,1,0,0,3.0,3.0,0.0
604,3,3,2,1,0,1,1,3.0,3.0,0.0
605,3,3,2,1,0,1,0,0.0,3.0,0.0019801980198019802
606,3,3,2,1,0,0,1,0.0,3.0,0.0019801980198019802
607,3,3,2,1,0,0,0,0.0,3.0,0.0019801980198019802
608,3,3,2,2,1,1,1,0.0,4.0,0.0019801980198019802
609,3,3,2,2,1,1,0,2.0,4.0,0.0019801980198019802
610,3,3,2,2,1,0,1,2.0,4.0,0.0019801980198019802
611,3,3,2,2,1,0,0,4.0,4.0,0.0
612,3,3,2,2,0,1,1,3.0,4.0,0.0019801980198019802
613,3,3,2,2,0,1,0,0.0,4.0,0.0019801980198019802
614,3,3,2,2,0,0,1,0.0,4.0,0.0019801980198019802
615,3,3,2,2,0,0,0,0.0,4.0,0.0019801980198019802
616,3,3,2,3,1,1,1,0.0,5.0,0.0019801980198019802
617,3,3,2,3,1,1,0,3.0,5.0,0.0019801980198019802
618,3,3,2,3,1,0,1,2.0,5.0,0.0019801980198019802
619,3,3,2,3,1,0,0,5.0,5.0,0.0
620,3,3,2,3,0,1,1,3.0,5.0,0.0019801980198019802
621,3,3,2,3,0,1,0,0.0,5.0,0.0019801980198019802
622,3,3,2,3,0,0,1,5.0,5.0,0.0
623,3,3,2,3,0,0,0,0.0,5.0,0.0019801980198019802
624,3,3,3,1,1,1,1,0.0,4.0,0.0019801980198019802
625,3,3,3,1,1,1,0,1.0,4.0,0.0019801980198019802
626,3,3,3,1,1,0,1,3.0,4.0,0.0019801980198019802
627,3,3,3,1,1,0,0,4.0,4.0,0.0
628,3,3,3,1,0,1,1,3.0,4.0,0.0019801980198019802
629,3,3,3,1,0,1,0,4.0,4.0,0.0
630,3,3,3,1,0,0,1,0.0,4.0,0.0019801980198019802
631,3,3,3,1,0,0,0,0.0,4.0,0.0019801980198019802
632,3,3,3,2,1,1,1,0.0,5.0,0.0019801980198019802
633,3,3,3,2,1,1,0,2.0,5.0,0.0019801980198019802
634,3,3,3,2,1,0,1,3.0,5.0,0.0019801980198019802
635,3,3,3,2,1,0,0,5.0,5.0,0.0
636,3,3,3,2,0,1,1,3.0,5.0,0.0019801980198019802
637,3,3,3,2,0,1,0,5.0,5.0,0.0
638,3,3,3,2,0,0,1,0.0,5.0,0.0019801980198019802
639,3,3,3,2,0,0,0,0.0,5.0,0.0019801980198019802
640,3,3,3,3,1,1,1,0.0,6.0,0.0019801980198019802
641,3,3,3,3,1,1,0,3.0,6.0,0.0019801980198019802
642,3,3,3,3,1,0,1,3.0,6.0,0.0019801980198019802
643,3,3,3,3,1,0,0,6.0,6.0,0.0
644,3,3,3,3,0,1,1,3.0,6.0,0.0019801980198019802
645,3,3,3,3,0,1,0,6.0,6.0,0.0
646,3,3,3,3,0,0,1,6.0,6.0,0.0
647,3,3,3,3,0,0,0,0.0,6.0,0.0019801980198019802
