trees,strength_a,strength_b,strength_c,action_a,action_b,action_c,reward,blame_a,blame_b,blame_c,Unnamed: 0,max,post,model,trial_id
2,2,1,1,0,0,0,0.0,0.5849833514440815,0.48446088053521047,0.48446088053521047,295,2.0,0.38745561900026,rationality,31
3,1,3,1,1,0,0,0.0,0.5971122433754646,0.6681576224117673,0.40288775662453535,483,2.0,0.3255234116666033,rationality,32
3,1,3,2,1,0,0,0.0,0.4835619663030576,0.6463850710891902,0.41515557939159137,491,3.0,0.48275225950232004,rationality,32
3,1,3,3,1,0,0,0.0,0.6768506660203502,0.5417129900159668,0.5417129900159668,499,4.0,0.1917243288310765,rationality,32
3,1,1,3,1,0,0,0.0,0.5971122433754648,0.4028877566245353,0.6681576224117673,451,2.0,0.16075762211369563,rationality,33
3,1,2,3,1,0,0,0.0,0.4835619663030576,0.4151555793915913,0.6463850710891902,475,3.0,0.16588109861381947,rationality,33
3,1,3,3,1,0,0,0.0,0.6768506660203502,0.5417129900159668,0.5417129900159668,499,4.0,0.6733612792724848,rationality,33
3,3,1,1,0,1,0,0.0,0.6681576224117673,0.5971122433754646,0.40288775662453535,581,2.0,0.26381051265884464,rationality,34
3,3,1,2,0,1,0,0.0,0.6463850710891902,0.4835619663030576,0.41515557939159137,589,3.0,0.40064937332239137,rationality,34
3,3,1,3,0,1,0,0.0,0.5417129900159668,0.6768506660203502,0.5417129900159668,597,4.0,0.33554011401876394,rationality,34
3,3,3,1,1,1,0,1.0,0.45828700998403316,0.45828700998403316,0.32314933397964984,625,4.0,0.8175744761936437,rationality,35
3,3,3,1,0,1,0,4.0,0.5417129900159668,0.45828700998403316,0.32314933397964984,629,4.0,0.18242552380635635,rationality,35
1,1,1,3,0,0,0,0.0,1.0,1.0,0.0,23,4.0,0.6882136836057368,pivotality,0
2,1,1,3,0,0,0,0.0,0.5,0.5,0.0,239,3.0,0.15667567887575912,pivotality,0
3,1,1,3,0,0,0,0.0,0.0,0.0,1.0,455,2.0,0.15511063751850412,pivotality,0
1,3,1,1,0,0,0,0.0,0.0,1.0,1.0,151,4.0,0.1542807729868266,pivotality,1
2,3,1,1,0,0,0,0.0,0.0,0.5,0.5,367,3.0,0.6914384540295607,pivotality,1
3,3,1,1,0,0,0,0.0,1.0,0.0,0.0,583,2.0,0.15428077298361262,pivotality,1
1,1,3,1,0,0,0,0.0,1.0,0.0,1.0,55,4.0,0.15428077298188628,pivotality,2
2,1,3,1,0,0,0,0.0,0.5,0.0,0.5,271,3.0,0.15428077298188642,pivotality,2
3,1,3,1,0,0,0,0.0,0.0,1.0,0.0,487,2.0,0.6914384540362273,pivotality,2
1,1,1,3,1,1,1,0.0,0.5,0.5,0.5,16,4.0,0.6914384539544625,pivotality,3
2,1,1,3,1,1,1,0.0,0.0,0.0,1.0,232,3.0,0.15428077304221396,pivotality,3
3,1,1,3,1,1,1,0.0,0.5,0.5,0.0,448,2.0,0.15428077300332366,pivotality,3
1,3,1,1,1,1,1,0.0,0.5,0.5,0.5,144,4.0,0.15447750914852443,pivotality,4
2,3,1,1,1,1,1,0.0,1.0,0.0,0.0,360,3.0,0.691173016414889,pivotality,4
3,3,1,1,1,1,1,0.0,0.0,0.5,0.5,576,2.0,0.15434947443658656,pivotality,4
1,1,3,1,1,1,1,0.0,0.5,0.5,0.5,48,4.0,0.18308487831225523,pivotality,5
2,1,3,1,1,1,1,0.0,0.0,1.0,0.0,264,3.0,0.16339369431440703,pivotality,5
3,1,3,1,1,1,1,0.0,0.5,0.0,0.5,480,2.0,0.6535214273733378,pivotality,5
2,1,2,3,1,1,0,3.0,1.0,0.0,0.0,257,4.0,0.4044707686614347,pivotality,6
2,2,2,3,1,1,0,3.0,1.0,1.0,0.0,329,5.0,0.1910584626771305,pivotality,6
2,3,2,3,1,1,0,3.0,1.0,0.0,0.0,401,6.0,0.4044707686614347,pivotality,6
2,3,1,2,0,1,1,3.0,0.0,1.0,0.0,372,4.0,0.3333333333333333,pivotality,7
2,3,2,2,0,1,1,3.0,0.0,1.0,1.0,396,5.0,0.3333333333333333,pivotality,7
2,3,3,2,0,1,1,3.0,0.0,1.0,0.0,420,6.0,0.3333333333333333,pivotality,7
2,3,3,1,1,0,1,3.0,0.3333333333333333,0.3333333333333333,1.0,410,4.0,0.6914312797165902,pivotality,8
2,3,3,2,1,0,1,3.0,1.0,0.0,0.0,418,6.0,0.15428263079355706,pivotality,8
2,3,3,3,1,0,1,3.0,1.0,0.3333333333333333,1.0,426,6.0,0.15428608948985265,pivotality,8
2,3,1,3,1,1,0,3.0,0.3333333333333333,1.0,0.3333333333333333,377,4.0,0.15428077298192153,pivotality,9
2,3,2,3,1,1,0,3.0,1.0,0.0,0.0,401,6.0,0.6914384540360912,pivotality,9
