"","sID","trial","trial_ix","A_strength","B_strength","C_strength","A_choice","B_choice","C_choice","trees","fish"
"508",14,14,"9","???","3","???","???","???","???","???","???"
"509",14,15,"18","2","1","???","???","???","???","???","???"
"510",14,16,"5","???","???","???","???","???","???","2 trees","???"
"511",14,17,"8","???","???","3","???","???","???","???","???"
"512",14,18,"19","???","3","???","???","fish","???","???","???"
"513",14,19,"30","???","???","???","trees","fish","???","???","???"
"514",14,20,"27","???","???","???","???","trees","???","???","???"
"515",14,21,"17","???","???","???","trees","???","trees","2 trees","???"
"516",14,22,"14","???","???","???","???","???","trees","???","???"
"517",14,23,"1","???","???","???","???","???","???","3 trees","???"
"518",14,24,"att2","???","???","???","???","???","???","???","5"
"519",14,25,"35","???","???","???","fish","???","???","???","???"
"520",14,26,"23","???","???","???","???","???","???","2 trees","???"
"521",14,27,"21","???","???","???","fish","fish","???","???","???"
"522",14,28,"10","???","???","2","???","???","???","???","???"
"523",14,29,"22","???","???","???","???","???","???","2 trees","???"
"524",14,30,"3","???","???","???","???","???","???","1 tree","???"
"525",14,31,"32","???","???","2","???","???","???","???","???"
"526",14,32,"28","???","???","???","???","trees","fish","???","???"
"527",14,33,"25","???","???","???","???","trees","???","???","???"
"528",14,34,"33","???","2","???","???","???","???","???","???"
"529",14,35,"20","???","???","3","???","???","???","???","???"
"530",14,36,"6","3","???","???","???","???","???","???","???"
"531",14,37,"24","???","???","???","???","???","???","2 trees","???"
"532",14,38,"15","???","???","???","???","trees","???","???","???"
"533",15,1,"2","???","???","???","???","???","???","1 tree","???"
"534",15,2,"33","???","3","???","???","???","???","???","???"
"535",15,3,"5","???","???","???","???","???","???","1 tree","???"
"536",15,4,"9","???","1","???","???","???","???","???","???"
"537",15,5,"24","???","???","???","???","???","???","2 trees","???"
"538",15,6,"30","???","???","???","fish","fish","???","???","???"
"539",15,7,"0","???","???","???","???","???","???","2 trees","???"
"540",15,8,"3","???","???","???","???","???","???","2 trees","???"
"541",15,9,"10","???","???","2","???","???","???","???","???"
"542",15,10,"6","2","???","???","???","???","???","???","???"
"543",15,11,"11","???","???","???","fish","???","???","???","???"
"544",15,12,"att1","???","???","???","???","???","???","???","1"
"545",15,13,"19","???","2","???","???","fish","???","???","???"
"546",15,14,"31","???","???","???","???","fish","trees","???","???"
"547",15,15,"16","???","???","???","???","???","trees","???","???"
"548",15,16,"28","???","???","???","???","fish","fish","???","???"
"549",15,17,"15","???","???","???","???","trees","???","???","???"
"550",15,18,"23","???","???","???","???","???","???","1 tree","???"
"551",15,19,"25","???","???","???","???","fish","???","???","???"
"552",15,20,"20","???","???","2","???","???","???","???","???"
"553",15,21,"32","???","???","2","???","???","???","???","???"
"554",15,22,"1","???","???","???","???","???","???","3 trees","???"
"555",15,23,"26","???","???","???","trees","???","???","???","???"
"556",15,24,"att2","???","???","???","???","???","???","???","3"
"557",15,25,"29","???","???","???","trees","???","trees","???","???"
"558",15,26,"21","???","???","???","fish","fish","???","???","???"
"559",15,27,"7","???","2","???","???","???","???","???","???"
"560",15,28,"17","???","???","???","trees","???","fish","1 tree","???"
"561",15,29,"13","???","???","???","???","trees","???","???","???"
"562",15,30,"22","???","???","???","???","???","???","1 tree","???"
"563",15,31,"27","???","???","???","???","fish","???","???","???"
"564",15,32,"12","???","???","???","fish","???","???","???","???"
"565",15,33,"8","???","???","1","???","???","???","???","???"
"566",15,34,"14","???","???","???","???","???","fish","???","???"
"567",15,35,"34","???","???","2","???","???","???","???","???"
"568",15,36,"35","???","???","???","trees","???","???","???","???"
"569",15,37,"18","1","3","???","???","???","???","???","???"
"570",15,38,"4","???","???","???","???","???","???","2 trees","???"
"571",16,1,"8","???","???","2","???","???","???","???","???"
"572",16,2,"15","???","???","???","???","fish","???","???","???"
"573",16,3,"30","???","???","???","fish","trees","???","???","???"
"574",16,4,"6","2","???","???","???","???","???","???","???"
"575",16,5,"29","???","???","???","fish","???","trees","???","???"
"576",16,6,"3","???","???","???","???","???","???","1 tree","???"
"577",16,7,"16","???","???","???","???","???","trees","???","???"
"578",16,8,"12","???","???","???","fish","???","???","???","???"
"579",16,9,"9","???","3","???","???","???","???","???","???"
"580",16,10,"14","???","???","???","???","???","trees","???","???"
"581",16,11,"18","2","3","???","???","???","???","???","???"
"582",16,12,"att1","???","???","???","???","???","???","???","9"
"583",16,13,"0","???","???","???","???","???","???","2 trees","???"
"584",16,14,"34","???","???","2","???","???","???","???","???"
"585",16,15,"13","???","???","???","???","fish","???","???","???"
"586",16,16,"35","???","???","???","trees","???","???","???","???"
"587",16,17,"23","???","???","???","???","???","???","3 trees","???"
"588",16,18,"32","???","???","3","???","???","???","???","???"
"589",16,19,"7","???","2","???","???","???","???","???","???"
"590",16,20,"1","???","???","???","???","???","???","2 trees","???"
"591",16,21,"2","???","???","???","???","???","???","1 tree","???"
"592",16,22,"25","???","???","???","???","fish","???","???","???"
"593",16,23,"20","???","???","2","???","???","???","???","???"
"594",16,24,"att2","???","???","???","???","???","???","???","9"
"595",16,25,"22","???","???","???","???","???","???","1 tree","???"
"596",16,26,"11","???","???","???","fish","???","???","???","???"
"597",16,27,"4","???","???","???","???","???","???","2 trees","???"
"598",16,28,"26","???","???","???","trees","???","???","???","???"
"599",16,29,"27","???","???","???","???","fish","???","???","???"
"600",16,30,"19","???","1","???","???","fish","???","???","???"
"601",16,31,"17","???","???","???","trees","???","fish","3 trees","???"
"602",16,32,"10","???","???","2","???","???","???","???","???"
"603",16,33,"21","???","???","???","trees","trees","???","???","???"
"604",16,34,"33","???","3","???","???","???","???","???","???"
"605",16,35,"24","???","???","???","???","???","???","2 trees","???"
"606",16,36,"31","???","???","???","???","fish","trees","???","???"
"607",16,37,"28","???","???","???","???","trees","fish","???","???"
"608",16,38,"5","???","???","???","???","???","???","1 tree","???"
"609",17,1,"25","???","???","???","???","trees","???","???","???"
"610",17,2,"4","???","???","???","???","???","???","2 trees","???"
"611",17,3,"10","???","???","2","???","???","???","???","???"
"612",17,4,"14","???","???","???","???","???","fish","???","???"
"613",17,5,"21","???","???","???","fish","fish","???","???","???"
"614",17,6,"23","???","???","???","???","???","???","3 trees","???"
"615",17,7,"32","???","???","2","???","???","???","???","???"
"616",17,8,"5","???","???","???","???","???","???","3 trees","???"
"617",17,9,"7","???","2","???","???","???","???","???","???"
"618",17,10,"29","???","???","???","fish","???","trees","???","???"
"619",17,11,"28","???","???","???","???","trees","fish","???","???"
"620",17,12,"att1","???","???","???","???","???","???","???","4"
"621",17,13,"22","???","???","???","???","???","???","1 tree","???"
"622",17,14,"6","3","???","???","???","???","???","???","???"
"623",17,15,"2","???","???","???","???","???","???","3 trees","???"
"624",17,16,"15","???","???","???","???","fish","???","???","???"
"625",17,17,"16","???","???","???","???","???","trees","???","???"
"626",17,18,"17","???","???","???","trees","???","trees","3 trees","???"
"627",17,19,"31","???","???","???","???","fish","fish","???","???"
"628",17,20,"35","???","???","???","trees","???","???","???","???"
"629",17,21,"19","???","3","???","???","fish","???","???","???"
"630",17,22,"26","???","???","???","trees","???","???","???","???"
"631",17,23,"30","???","???","???","trees","fish","???","???","???"
"632",17,24,"att2","???","???","???","???","???","???","???","6"
"633",17,25,"8","???","???","1","???","???","???","???","???"
"634",17,26,"24","???","???","???","???","???","???","1 tree","???"
"635",17,27,"12","???","???","???","fish","???","???","???","???"
"636",17,28,"13","???","???","???","???","fish","???","???","???"
"637",17,29,"1","???","???","???","???","???","???","1 tree","???"
"638",17,30,"18","2","2","???","???","???","???","???","???"
"639",17,31,"27","???","???","???","???","fish","???","???","???"
"640",17,32,"3","???","???","???","???","???","???","2 trees","???"
"641",17,33,"20","???","???","3","???","???","???","???","???"
"642",17,34,"9","???","2","???","???","???","???","???","???"
"643",17,35,"34","???","???","3","???","???","???","???","???"
"644",17,36,"0","???","???","???","???","???","???","1 tree","???"
"645",17,37,"33","???","3","???","???","???","???","???","???"
"646",17,38,"11","???","???","???","trees","???","???","???","???"
"647",18,1,"14","???","???","???","???","???","trees","???","???"
"648",18,2,"27","???","???","???","???","fish","???","???","???"
"649",18,3,"2","???","???","???","???","???","???","1 tree","???"
"650",18,4,"5","???","???","???","???","???","???","2 trees","???"
"651",18,5,"20","???","???","3","???","???","???","???","???"
"652",18,6,"34","???","???","2","???","???","???","???","???"
"653",18,7,"17","???","???","???","trees","???","trees","1 tree","???"
"654",18,8,"29","???","???","???","fish","???","fish","???","???"
"655",18,9,"31","???","???","???","???","fish","fish","???","???"
"656",18,10,"30","???","???","???","fish","trees","???","???","???"
"657",18,11,"12","???","???","???","fish","???","???","???","???"
"658",18,12,"att1","???","???","???","???","???","???","???","4"
"659",18,13,"0","???","???","???","???","???","???","1 tree","???"
"660",18,14,"23","???","???","???","???","???","???","3 trees","???"
"661",18,15,"8","???","???","3","???","???","???","???","???"
"662",18,16,"28","???","???","???","???","trees","fish","???","???"
"663",18,17,"25","???","???","???","???","trees","???","???","???"
"664",18,18,"9","???","1","???","???","???","???","???","???"
"665",18,19,"21","???","???","???","fish","trees","???","???","???"
"666",18,20,"7","???","1","???","???","???","???","???","???"
"667",18,21,"19","???","3","???","???","fish","???","???","???"
"668",18,22,"22","???","???","???","???","???","???","3 trees","???"
"669",18,23,"16","???","???","???","???","???","fish","???","???"
"670",18,24,"att2","???","???","???","???","???","???","???","0"
"671",18,25,"18","1","1","???","???","???","???","???","???"
"672",18,26,"15","???","???","???","???","fish","???","???","???"
"673",18,27,"4","???","???","???","???","???","???","3 trees","???"
"674",18,28,"26","???","???","???","fish","???","???","???","???"
"675",18,29,"10","???","???","3","???","???","???","???","???"
"676",18,30,"32","???","???","1","???","???","???","???","???"
"677",18,31,"11","???","???","???","fish","???","???","???","???"
"678",18,32,"24","???","???","???","???","???","???","3 trees","???"
"679",18,33,"6","2","???","???","???","???","???","???","???"
"680",18,34,"1","???","???","???","???","???","???","2 trees","???"
"681",18,35,"3","???","???","???","???","???","???","3 trees","???"
"682",18,36,"33","???","3","???","???","???","???","???","???"
"683",18,37,"13","???","???","???","???","fish","???","???","???"
"684",18,38,"35","???","???","???","fish","???","???","???","???"
"685",19,1,"9","???","2","???","???","???","???","???","???"
"686",19,2,"13","???","???","???","???","fish","???","???","???"
"687",19,3,"31","???","???","???","???","trees","trees","???","???"
"688",19,4,"10","???","???","3","???","???","???","???","???"
"689",19,5,"29","???","???","???","trees","???","fish","???","???"
"690",19,6,"14","???","???","???","???","???","trees","???","???"
"691",19,7,"25","???","???","???","???","fish","???","???","???"
"692",19,8,"17","???","???","???","fish","???","fish","2 trees","???"
"693",19,9,"16","???","???","???","???","???","fish","???","???"
"694",19,10,"11","???","???","???","trees","???","???","???","???"
"695",19,11,"34","???","???","2","???","???","???","???","???"
"696",19,12,"att1","???","???","???","???","???","???","???","4"
"697",19,13,"32","???","???","1","???","???","???","???","???"
"698",19,14,"30","???","???","???","trees","trees","???","???","???"
"699",19,15,"26","???","???","???","trees","???","???","???","???"
"700",19,16,"15","???","???","???","???","trees","???","???","???"
"701",19,17,"8","???","???","3","???","???","???","???","???"
"702",19,18,"2","???","???","???","???","???","???","3 trees","???"
"703",19,19,"4","???","???","???","???","???","???","3 trees","???"
"704",19,20,"18","2","2","???","???","???","???","???","???"
"705",19,21,"27","???","???","???","???","trees","???","???","???"
"706",19,22,"20","???","???","3","???","???","???","???","???"
"707",19,23,"0","???","???","???","???","???","???","1 tree","???"
"708",19,24,"att2","???","???","???","???","???","???","???","0"
"709",19,25,"22","???","???","???","???","???","???","1 tree","???"
"710",19,26,"1","???","???","???","???","???","???","3 trees","???"
"711",19,27,"3","???","???","???","???","???","???","2 trees","???"
"712",19,28,"24","???","???","???","???","???","???","2 trees","???"
"713",19,29,"28","???","???","???","???","fish","trees","???","???"
"714",19,30,"21","???","???","???","fish","trees","???","???","???"
"715",19,31,"19","???","3","???","???","trees","???","???","???"
"716",19,32,"5","???","???","???","???","???","???","1 tree","???"
"717",19,33,"33","???","3","???","???","???","???","???","???"
"718",19,34,"23","???","???","???","???","???","???","2 trees","???"
"719",19,35,"7","???","2","???","???","???","???","???","???"
"720",19,36,"12","???","???","???","fish","???","???","???","???"
"721",19,37,"35","???","???","???","fish","???","???","???","???"
"722",19,38,"6","3","???","???","???","???","???","???","???"
"723",20,1,"5","???","???","???","???","???","???","3 trees","???"
"724",20,2,"24","???","???","???","???","???","???","2 trees","???"
"725",20,3,"6","3","???","???","???","???","???","???","???"
"726",20,4,"31","???","???","???","???","fish","fish","???","???"
"727",20,5,"7","???","2","???","???","???","???","???","???"
"728",20,6,"25","???","???","???","???","trees","???","???","???"
"729",20,7,"9","???","1","???","???","???","???","???","???"
"730",20,8,"22","???","???","???","???","???","???","3 trees","???"
"731",20,9,"4","???","???","???","???","???","???","3 trees","???"
"732",20,10,"16","???","???","???","???","???","fish","???","???"
"733",20,11,"0","???","???","???","???","???","???","1 tree","???"
"734",20,12,"att1","???","???","???","???","???","???","???","4"
"735",20,13,"18","1","2","???","???","???","???","???","???"
"736",20,14,"26","???","???","???","fish","???","???","???","???"
"737",20,15,"29","???","???","???","fish","???","trees","???","???"
"738",20,16,"30","???","???","???","fish","trees","???","???","???"
"739",20,17,"19","???","3","???","???","fish","???","???","???"
"740",20,18,"35","???","???","???","trees","???","???","???","???"
"741",20,19,"27","???","???","???","???","trees","???","???","???"
"742",20,20,"32","???","???","2","???","???","???","???","???"
"743",20,21,"14","???","???","???","???","???","fish","???","???"
"744",20,22,"20","???","???","3","???","???","???","???","???"
"745",20,23,"33","???","3","???","???","???","???","???","???"
"746",20,24,"att2","???","???","???","???","???","???","???","0"
"747",20,25,"21","???","???","???","fish","trees","???","???","???"
"748",20,26,"28","???","???","???","???","trees","fish","???","???"
"749",20,27,"17","???","???","???","fish","???","fish","1 tree","???"
"750",20,28,"1","???","???","???","???","???","???","1 tree","???"
"751",20,29,"2","???","???","???","???","???","???","3 trees","???"
"752",20,30,"10","???","???","3","???","???","???","???","???"
"753",20,31,"34","???","???","2","???","???","???","???","???"
"754",20,32,"8","???","???","1","???","???","???","???","???"
"755",20,33,"3","???","???","???","???","???","???","1 tree","???"
"756",20,34,"13","???","???","???","???","trees","???","???","???"
"757",20,35,"15","???","???","???","???","fish","???","???","???"
"758",20,36,"11","???","???","???","trees","???","???","???","???"
"759",20,37,"12","???","???","???","fish","???","???","???","???"
"760",20,38,"23","???","???","???","???","???","???","3 trees","???"
"761",21,1,"15","???","???","???","???","fish","???","???","???"
"762",21,2,"19","???","3","???","???","fish","???","???","???"
"763",21,3,"22","???","???","???","???","???","???","3 trees","???"
"764",21,4,"24","???","???","???","???","???","???","3 trees","???"
"765",21,5,"13","???","???","???","???","fish","???","???","???"
"766",21,6,"9","???","1","???","???","???","???","???","???"
"767",21,7,"6","1","???","???","???","???","???","???","???"
"768",21,8,"17","???","???","???","fish","???","trees","3 trees","???"
"769",21,9,"35","???","???","???","fish","???","???","???","???"
"770",21,10,"14","???","???","???","???","???","trees","???","???"
"771",21,11,"16","???","???","???","???","???","fish","???","???"
"772",21,12,"att1","???","???","???","???","???","???","???","4"
"773",21,13,"8","???","???","2","???","???","???","???","???"
"774",21,14,"0","???","???","???","???","???","???","3 trees","???"
"775",21,15,"25","???","???","???","???","trees","???","???","???"
"776",21,16,"4","???","???","???","???","???","???","3 trees","???"
"777",21,17,"33","???","3","???","???","???","???","???","???"
"778",21,18,"21","???","???","???","trees","trees","???","???","???"
"779",21,19,"10","???","???","1","???","???","???","???","???"
"780",21,20,"1","???","???","???","???","???","???","3 trees","???"
"781",21,21,"5","???","???","???","???","???","???","2 trees","???"
"782",21,22,"12","???","???","???","fish","???","???","???","???"
"783",21,23,"3","???","???","???","???","???","???","2 trees","???"
"784",21,24,"att2","???","???","???","???","???","???","???","0"
"785",21,25,"30","???","???","???","trees","trees","???","???","???"
"786",21,26,"26","???","???","???","trees","???","???","???","???"
"787",21,27,"34","???","???","2","???","???","???","???","???"
"788",21,28,"23","???","???","???","???","???","???","3 trees","???"
"789",21,29,"27","???","???","???","???","trees","???","???","???"
"790",21,30,"28","???","???","???","???","fish","trees","???","???"
"791",21,31,"2","???","???","???","???","???","???","3 trees","???"
"792",21,32,"29","???","???","???","trees","???","fish","???","???"
"793",21,33,"31","???","???","???","???","trees","trees","???","???"
"794",21,34,"20","???","???","3","???","???","???","???","???"
"795",21,35,"18","2","1","???","???","???","???","???","???"
"796",21,36,"11","???","???","???","trees","???","???","???","???"
"797",21,37,"7","???","1","???","???","???","???","???","???"
"798",21,38,"32","???","???","3","???","???","???","???","???"
"799",22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",22,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",22,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",22,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",22,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",22,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",22,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",22,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",22,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",22,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",23,1,"8","???","???","2","???","???","???","???","???"
"838",23,2,"16","???","???","???","???","???","fish","???","???"
"839",23,3,"6","3","???","???","???","???","???","???","???"
"840",23,4,"9","???","2","???","???","???","???","???","???"
"841",23,5,"18","2","2","???","???","???","???","???","???"
"842",23,6,"22","???","???","???","???","???","???","1 tree","???"
"843",23,7,"1","???","???","???","???","???","???","2 trees","???"
"844",23,8,"34","???","???","3","???","???","???","???","???"
"845",23,9,"35","???","???","???","trees","???","???","???","???"
"846",23,10,"2","???","???","???","???","???","???","3 trees","???"
"847",23,11,"10","???","???","1","???","???","???","???","???"
"848",23,12,"att1","???","???","???","???","???","???","???","4"
"849",23,13,"28","???","???","???","???","trees","fish","???","???"
"850",23,14,"26","???","???","???","fish","???","???","???","???"
"851",23,15,"29","???","???","???","fish","???","trees","???","???"
"852",23,16,"23","???","???","???","???","???","???","3 trees","???"
"853",23,17,"0","???","???","???","???","???","???","1 tree","???"
"854",23,18,"12","???","???","???","fish","???","???","???","???"
"855",23,19,"3","???","???","???","???","???","???","1 tree","???"
"856",23,20,"7","???","2","???","???","???","???","???","???"
"857",23,21,"27","???","???","???","???","fish","???","???","???"
"858",23,22,"30","???","???","???","fish","trees","???","???","???"
"859",23,23,"20","???","???","3","???","???","???","???","???"
"860",23,24,"att2","???","???","???","???","???","???","???","6"
"861",23,25,"14","???","???","???","???","???","fish","???","???"
"862",23,26,"13","???","???","???","???","trees","???","???","???"
"863",23,27,"17","???","???","???","fish","???","fish","1 tree","???"
"864",23,28,"11","???","???","???","trees","???","???","???","???"
"865",23,29,"21","???","???","???","trees","trees","???","???","???"
"866",23,30,"4","???","???","???","???","???","???","1 tree","???"
"867",23,31,"25","???","???","???","???","trees","???","???","???"
"868",23,32,"33","???","3","???","???","???","???","???","???"
"869",23,33,"24","???","???","???","???","???","???","1 tree","???"
"870",23,34,"15","???","???","???","???","fish","???","???","???"
"871",23,35,"5","???","???","???","???","???","???","3 trees","???"
"872",23,36,"32","???","???","2","???","???","???","???","???"
"873",23,37,"31","???","???","???","???","fish","fish","???","???"
"874",23,38,"19","???","3","???","???","fish","???","???","???"
"875",24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877",24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887",24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889",24,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897",24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900",24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902",24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903",24,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904",24,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",24,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",24,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907",24,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908",24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909",24,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910",24,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",24,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",24,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",25,1,"19","???","3","???","???","fish","???","???","???"
"914",25,2,"12","???","???","???","fish","???","???","???","???"
"915",25,3,"5","???","???","???","???","???","???","1 tree","???"
"916",25,4,"21","???","???","???","trees","trees","???","???","???"
"917",25,5,"2","???","???","???","???","???","???","3 trees","???"
"918",25,6,"22","???","???","???","???","???","???","1 tree","???"
"919",25,7,"30","???","???","???","trees","trees","???","???","???"
"920",25,8,"10","???","???","2","???","???","???","???","???"
"921",25,9,"3","???","???","???","???","???","???","1 tree","???"
"922",25,10,"25","???","???","???","???","trees","???","???","???"
"923",25,11,"17","???","???","???","fish","???","fish","1 tree","???"
"924",25,12,"att1","???","???","???","???","???","???","???","8"
"925",25,13,"33","???","2","???","???","???","???","???","???"
"926",25,14,"27","???","???","???","???","trees","???","???","???"
"927",25,15,"31","???","???","???","???","trees","fish","???","???"
"928",25,16,"13","???","???","???","???","fish","???","???","???"
"929",25,17,"35","???","???","???","fish","???","???","???","???"
"930",25,18,"1","???","???","???","???","???","???","1 tree","???"
"931",25,19,"0","???","???","???","???","???","???","3 trees","???"
"932",25,20,"18","1","2","???","???","???","???","???","???"
"933",25,21,"11","???","???","???","fish","???","???","???","???"
"934",25,22,"4","???","???","???","???","???","???","1 tree","???"
"935",25,23,"23","???","???","???","???","???","???","1 tree","???"
"936",25,24,"att2","???","???","???","???","???","???","???","2"
"937",25,25,"16","???","???","???","???","???","trees","???","???"
"938",25,26,"26","???","???","???","trees","???","???","???","???"
"939",25,27,"15","???","???","???","???","trees","???","???","???"
"940",25,28,"34","???","???","2","???","???","???","???","???"
"941",25,29,"9","???","2","???","???","???","???","???","???"
"942",25,30,"28","???","???","???","???","fish","trees","???","???"
"943",25,31,"32","???","???","2","???","???","???","???","???"
"944",25,32,"6","1","???","???","???","???","???","???","???"
"945",25,33,"8","???","???","1","???","???","???","???","???"
"946",25,34,"29","???","???","???","trees","???","fish","???","???"
"947",25,35,"14","???","???","???","???","???","trees","???","???"
"948",25,36,"20","???","???","3","???","???","???","???","???"
"949",25,37,"7","???","2","???","???","???","???","???","???"
"950",25,38,"24","???","???","???","???","???","???","1 tree","???"
"951",26,1,"10","???","???","2","???","???","???","???","???"
"952",26,2,"2","???","???","???","???","???","???","1 tree","???"
"953",26,3,"11","???","???","???","fish","???","???","???","???"
"954",26,4,"5","???","???","???","???","???","???","3 trees","???"
"955",26,5,"13","???","???","???","???","trees","???","???","???"
"956",26,6,"25","???","???","???","???","fish","???","???","???"
"957",26,7,"12","???","???","???","fish","???","???","???","???"
"958",26,8,"21","???","???","???","trees","trees","???","???","???"
"959",26,9,"15","???","???","???","???","trees","???","???","???"
"960",26,10,"8","???","???","1","???","???","???","???","???"
"961",26,11,"19","???","3","???","???","trees","???","???","???"
"962",26,12,"att1","???","???","???","???","???","???","???","4"
"963",26,13,"6","1","???","???","???","???","???","???","???"
"964",26,14,"23","???","???","???","???","???","???","3 trees","???"
"965",26,15,"27","???","???","???","???","trees","???","???","???"
"966",26,16,"4","???","???","???","???","???","???","3 trees","???"
"967",26,17,"31","???","???","???","???","trees","trees","???","???"
"968",26,18,"26","???","???","???","trees","???","???","???","???"
"969",26,19,"35","???","???","???","fish","???","???","???","???"
"970",26,20,"24","???","???","???","???","???","???","3 trees","???"
"971",26,21,"16","???","???","???","???","???","trees","???","???"
"972",26,22,"14","???","???","???","???","???","trees","???","???"
"973",26,23,"1","???","???","???","???","???","???","1 tree","???"
"974",26,24,"att2","???","???","???","???","???","???","???","0"
"975",26,25,"0","???","???","???","???","???","???","1 tree","???"
"976",26,26,"9","???","2","???","???","???","???","???","???"
"977",26,27,"17","???","???","???","trees","???","trees","2 trees","???"
"978",26,28,"30","???","???","???","trees","trees","???","???","???"
"979",26,29,"33","???","1","???","???","???","???","???","???"
"980",26,30,"28","???","???","???","???","fish","trees","???","???"
"981",26,31,"22","???","???","???","???","???","???","3 trees","???"
"982",26,32,"18","2","1","???","???","???","???","???","???"
